id	qid1	qid2	question1	question2	is_duplicate
160	6169	5329	la pregunta anterior	tengo una pregunta sobre el reembolso .	0
161	13002	2280	recibí mis pedidos y estoy muy descontento con la forma en que huelen los zapatos .	recibí un artículo con muy mal estado	1
162	2612	2619	mi último comandante , compro esto	¿ por qué no puedo comprar productos con mi cuenta ?	0
163	7336	5017	he analizado lo que sugirió y no me ayudó . necesito que mi cuenta sea eliminada o mi contraseña para restablecer el correo electrónico y el nombre de usuario . por favor pon a tu jefe .	hice el pago en línea , el pago se realizó	0
164	2617	12475	cómo aplicar la garantía	¿ el cupón se aplica automáticamente ?	0
165	9710	2478	pagué los productos que nunca he recibido , sin embargo , no yo , he puesto una confirmación de recibo y también un comentario	nunca he recibido el producto comprado	1
166	13418	2332	el pedido ha sido enviado hace NUMs días pero aún no lo recibí	¿ cómo sé si mi pedido ha sido enviado ?	0
167	13273	4246	lo sentimos , su transacción no pasó la verificación debido a razones de seguridad . la transacción ha sido cerrada .	lo siento , su pago no fue exitoso . no se ha deducido dinero .	0
168	6380	1540	no puedo abrir la disputa	¿ puedo abrir una disputa que cancelé ?	0
169	13426	11900	ok el te pierdes	perdí mi contraseña	0
170	9297	11540	quiero cambiar mi tarjeta de crédito que está registrada para el pago	quiero un reembolso a mi tarjeta de crédito	0
171	779	6525	¿ cómo puedo cambiar los datos de mi tarjeta de crédito ?	¿ cómo puedo cambiar mi dirección de envío ?	0
172	620	3115	¿ qué pasará cuando abra una disputa ?	¿ cuándo recibiré un reembolso después de abrir la disputa ?	0
173	4375	6132	no puedo hablar en vivo	no puedo hablar inglés	1
174	11519	10673	cómo encontrar vendedor es confiable	¿ cómo encuentro vendedores confiables ?	1
175	11766	4971	que hora es en china ?	¿ cuál es el número de contacto de el china post ?	0
176	10714	4450	no quiero un robot estúpido , necesito una respuesta	no hablo ingles bien	0
177	8915	5500	compré un iteam ayer y me han cobrado el iteam que aparece en el extracto de mi tarjeta de crédito . trato de averiguar por qué cuando ingreso en mi historial de compras no aparece el número de pedido o el número de seguimiento .	¿ cómo puedo encontrar mi número de rastreo ?	0
178	8449	704	¿ qué es una protección de el comprador ?	que es la protección de el comprador	1
179	8387	7292	¿ por qué sigues publicándo me ? " ¡ ¡ ¡ caliente ! encendedor de cigarrillos sin llama recargable usb electrónico no hay gadgets de gas de color blanco " etc. que todos dicen " no se puede entregar a finlandia " ¿ por qué no se puede enviar a finlandia ?	¿ cuántos días para entregar el paquete ?	0
180	8920	9865	cómo usar el servicio de garantía ?	cómo usar el cupón ?	0
181	1636	2146	vendedor tiene otro comportamiento	tengo un problema con un vendedor malo	1
182	246	6132	hago todo , y no puedo	no puedo hablar inglés	0
183	6366	2492	¿ no creé una cuenta cuando pedí mi producto ?	por qué no puedo crear una cuenta para mí	0
184	5051	9772	¿ qué sucede con mi pedido cuando el estado de mi envío indica " envío cancelado " ?	¿ qué sucede si un pedido se muestra dos veces en mi cuenta ?	0
185	3282	13241	¿ cómo puedo volver a enviar un vendedor de fraude ?	¿ cómo puedo cambiar la disputa si el vendedor está de acuerdo ?	0
186	9954	4695	el cargador inalámbrico que recibí está defectuoso y no se carga	los productos son defectuosos	1
187	6406	2798	¿ puedes bailar para mí ?	puedes llamar me	0
188	11529	4684	hola eva a el principio la pregunta . ¿ puedo escribir en alemán ?	eva entendiste mi pregunta	0
189	4234	12557	cómo eliminar la tarjeta de crédito ?	¿ cómo eliminar pedidos innecesarios ?	0
190	10911	12831	¿ puedo cambiar la cantidad de variantes de un producto para poder importar lo a shopify ?	¿ puedo importar NUMs solo artículo ?	0
191	5576	6522	¿ cómo obtengo cupones y descuentos ?	¿ puedo obtener estos cupones reactivados ?	0
192	2429	6722	hace un par de semanas busqué camisetas de la nasa en la tienda , en aquel entonces tenía muchos resultados . pero ahora no tiene resultados . ¿ cómo puedo encontrar esos productos nuevamente ?	¿ cómo estrechar mis resultados de búsqueda ?	0
193	4426	4973	hola , el vencimiento de mi tarjeta de crédito ha expirado y no puedo encontrar ningún lugar donde se puedan sobrescribir los nuevos datos de la tarjeta . ¿ usted me podría ayudar ?	puedo usar una tarjeta de credito	0
194	3609	1935	guardar para más adelante	¿ qué hacer si el pedido se pagó y luego se cerró ?	0
195	3866	11609	por favor lea arriba	por favor lee mi pregunta	1
196	6927	11609	¿ puedes leer ?	por favor lee mi pregunta	0
197	13194	11860	¿ puedo hacer una pregunta ?	quiero hacer una pregunta	1
198	9913	5042	mi nombre es bill	eliminar mi nombre en la transacción	0
199	11146	3470	por favor , alguien que sepa español , me resulta difícil escribir y traducir y luego traducir lo que me escribe	por favor di me que paso con mis articulos	0
200	12263	2793	¿ quién puede ayudar me por favor ?	¿ me podría ayudar ?	1
201	7006	11377	cómo abrir una disputa	¿ cómo cancelar una disputa ?	0
202	7006	13347	cómo abrir una disputa	necesito abrir una disputa	1
203	1482	10043	guardar detalles de la tarjeta	necesito cambiar los detalles de mi tarjeta de crédito .	0
204	6812	6380	no puedo abrir una disputa	no puedo abrir la disputa	1
205	1036	10738	¿ cómo puedo obtener un recibo o factura de la orden ?	¿ cómo obtengo una factura para pagar ?	1
206	5205	381	el vendedor no responde mi estado de reembolso	ha finalizado el tiempo de respuesta de el vendedor	0
207	2703	4225	para mi teléfono	no puedo agregar mi número de teléfono	0
208	3437	5103	no sé dónde encontrar mi código de barras	¿ cómo puedes no saber ?	0
209	7394	2711	no estoy seguro de qué significa NUMs cm por NUMs cm	¿ puedo asegurar me de que mi pago a el vendedor está asegurado ?	0
210	1530	6456	cómo agregar artículos en el carro	¿ cuántos productos puedo agregar en el carrito de compras ?	0
211	11103	10471	he contactado a el vendedor un horario de visitas pero él no devolvió mi dinero	he estado tratando de contactar a un vendedor pero él no me ha respondido	1
212	11435	4935	en mi estado de reembolso no aparece s ' disputa	¿ por qué el pedido no se muestra en mi cuenta ?	0
213	3576	10574	cómo abrir disputa para pedidos completados	mi transacción se completó pero quiero abrir la disputa	1
214	4039	10672	agregando una tarjeta de crédito	dónde cargar el extracto de la tarjeta de crédito	0
215	3274	12290	¿ cómo informo a el vendedor ?	¿ cómo informo a un vendedor ?	1
216	7600	3834	es tu sitio seguro	¿ cómo funciona paypal en su sitio ?	0
217	5599	9365	hacer un pedido ?	quiero hacer un pedido por teléfono	0
218	4118	3892	cómo bloquear para bloquear a el vendedor	¿ cómo puedo contactar a el vendedor ?	0
219	7922	12456	¿ cómo confirmo la entrega una vez que he recibido mi pedido ?	accidentalmente presioné confirmar la entrega pero no recibí mi pedido .	0
220	2702	7934	cómo registrar una cuenta	registrar la cuenta es gratis o no	0
221	6237	6334	puede ayudar me	¿ me puedes ayudar ?	1
222	794	7620	cuando el producto es futuro	¿ cuándo recibiré el producto que compré ?	1
223	4702	2787	quiero comprar varios artículos de un vendedor , pero después de comprar más que el sistema me cobra por el envío , el vendedor ajustará el precio , pero mi sistema no me permite hacer lo porque no puedo ordenar el artículo y pagar lo más tarde . ayuda	quiero comprar varios productos de el mismo vendedor	0
224	6927	9205	¿ puedes leer ?	¿ cómo puedo acceder y leer los comentarios que el vendedor me dio ?	0
225	8680	7567	no puede contactar a el vendedor	no puedo contactar a el vendedor	1
226	6715	7126	cómo obtener la garantía	como obtengo pi	0
227	4688	3223	intenté pagar mi orden , ¿ qué pasaría ?	traté de pagar con tarjeta de crédito pero apareció un error de pedido digital inválido .	0
228	2108	10853	el estado ha terminado pero no tengo nada .	¿ cómo puedo abrir una disputa si el estado está terminado ?	0
229	7272	13522	entonces , ¿ quién dará una respuesta ?	vendedor que se niega a responder a mis corre os electrónicos	0
230	1280	13519	tengo un problema con el sistema visité esta página completé el formulario	tengo un problema con el pago	0
231	2809	2453	cómo recibir un reembolso a través de boleto ?	¿ cómo recibo un reembolso de boleto ?	1
232	3772	12264	método de envío rápido	método de envío incorrecto	0
233	2490	3752	el vendedor no responde	tengo una disputa con el vendedor	0
234	8124	288	hay un error a el traducir una palabra " orden " en inglés a turco .	pagado por los bienes por error	0
235	8844	4506	enviar a siria	enviar a otro lugar	0
236	10749	9974	eres una persona viva	¿ cómo puedo obtener una persona en vivo ?	1
237	3084	8766	he recibido mis productos pero tienen el tamaño incorrecto . ¿ cómo puedo intercambiar los ?	seleccioné el tamaño incorrecto	0
238	13231	6359	quiero cancelar el pedido	hice un pedido y pagué . quiero cancelar lo	1
239	7790	5434	y hasta ahora no he tenido respuestas	por favor , hága me lo saber su dirección de correo electrónico	0
240	12742	7408	quiero enviar un pedido , el sistema de cerveza está ocupado . ¿ que debería hacer ?	esta cuenta no existe , ¿ qué debería hacer ?	0
241	9140	7892	 NUMs / NUMs acabo de cancelar	ya cancelé pero tomaron dinero	0
242	4625	10187	mi proveedor está cambiando el número de seguimiento , pero no puedo rastrear lo . el paquete prometido para enviar es de NUMs días y se envió información incorrecta de que se envió . en realidad , no lo enviaron .	no puedo enviar mensajes a mi proveedor .	0
243	3378	11408	hice una compra . no se procesó , por lo que los fondos se reembolsan . pero me gustaría utilizar esos mismos fondos para otra compra sin tener que enviar los de vuelta a mi banco , ya que he sobregirado la cuenta de el mes . ¿ es posible mantener el f	¿ me devuelven mi dinero si cancelo una compra ?	0
244	8966	5101	cómo establecer el método de envío	elegir el método de envío incorrecto	0
245	5877	7557	quiero apelar tu juicio .	quiero tu correo	0
246	9777	5512	el botón de servicio en línea no está activado	quiero hablar con un humano en línea	1
247	11745	12251	pagué con tarjeta y no me envió un correo electrónico sobre el número de pedido	cambié la tarjeta que pagó el pedido	0
248	11772	3385	¿ cómo cambio monedas en cupones ?	¿ cómo uso las monedas ?	1
249	10389	8555	cómo hacer una nueva tienda	cómo hacer el pago con webmoney	0
250	9221	3754	mi seguimiento no está funcionando .	¿ por qué mi orden de seguimiento no funciona ?	1
251	11920	9945	voy a pedir otra ayuda	quiero pedir un reembolso	0
252	2560	9345	¿ cómo puedo cambiar mi contraseña si ya no tengo acceso a ese correo electrónico ?	¿ puedo pagar el pedido por correo electrónico ?	0
253	12548	695	espero que entiendas lo que dije	espero que puedas ayudar me	1
254	4548	6098	razones para la cancelación	lo sentimos , su cuenta se ha marcado por algunos motivos y no puede participar en esta promoción .	0
255	13231	12276	quiero cancelar el pedido	quiero cancelar el pedido en orden congelado	0
256	8663	285	que mierda es eso	joder eva eres caliente	0
257	3381	7138	hola . intento usar un código de descuento y no me permite ingresar el código	estoy tratando de pedir un vestido , pero no me da el tamaño para elegir .	0
258	7006	6696	cómo abrir una disputa	¿ cómo abro una disputa ?	1
259	6585	4584	necesito encontrar mi información de pago	¿ cómo puedo cambiar mi información de pago ?	0
260	12651	5176	quiero eliminar mi tarjeta de crédito de mi cuenta	¿ cómo eliminar el pago con un solo clic de mi cuenta ?	1
